278,actions,1675016999491,1675016999913,429,0,1
278,committees,1675016999491,1675016999916,429,0,1
279,committees,1675016999504,1675016999919,429,0,1
221,actions,1675016999052,1675016999926,200,813,null
280,committees,1675016999521,1675016999930,429,0,1
221,null,1675016999052,1675016999929,200,816,null
226,committees,1675016999074,1675016999930,200,811,null
280,null,1675016999520,1675016999938,429,0,1
210,actions,1675016999000,1675016999941,200,825,null
280,actions,1675016999520,1675016999944,429,0,1
279,actions,1675016999503,1675016999951,429,0,1
227,committees,1675016999080,1675016999954,200,811,null
219,null,1675016999045,1675016999960,200,818,null
281,null,1675016999539,1675016999962,429,0,1
217,committees,1675016999040,1675016999968,200,817,null
223,null,1675016999059,1675016999968,200,810,null
281,actions,1675016999539,1675016999972,429,0,1
281,committees,1675016999540,1675016999973,429,0,1
282,actions,1675016999565,1675016999974,429,0,1
203,actions,1675016998967,1675016999972,200,827,null
282,null,1675016999564,1675016999976,429,0,1
212,null,1675016999012,1675016999976,200,817,null
222,null,1675016999056,1675016999977,200,812,null
282,committees,1675016999565,1675016999981,429,0,1
207,actions,1675016998988,1675016999986,200,824,null
283,actions,1675016999591,1675016999993,429,0,1
229,actions,1675016999093,1675016999994,200,813,null
283,committees,1675016999592,1675016999997,429,0,1
283,null,1675016999591,1675017000000,429,0,1
223,actions,1675016999060,1675016999999,200,811,null
204,actions,1675016998972,1675017000005,200,821,null
216,actions,1675016999034,1675017000007,200,814,null
284,committees,1675016999618,1675017000018,429,0,1
235,null,1675016999117,1675017000023,200,810,null
233,null,1675016999110,1675017000025,200,810,null
284,null,1675016999617,1675017000031,429,0,1
284,actions,1675016999617,1675017000033,429,0,1
220,null,1675016999048,1675017000038,200,813,null
218,null,1675016999042,1675017000043,200,816,null
285,actions,1675016999649,1675017000046,429,0,1
208,actions,1675016998992,1675017000046,200,826,null
220,actions,1675016999049,1675017000047,200,815,null
285,null,1675016999649,1675017000048,429,0,1
225,actions,1675016999067,1675017000048,200,810,null
285,committees,1675016999649,1675017000052,429,0,1
225,null,1675016999067,1675017000058,200,814,null
287,actions,1675016999701,1675017000065,429,0,1
286,actions,1675016999677,1675017000066,429,0,1
286,committees,1675016999678,1675017000069,429,0,1
286,null,1675016999676,1675017000070,429,0,1
209,actions,1675016998996,1675017000065,200,820,null
227,actions,1675016999080,1675017000074,200,812,null
287,committees,1675016999701,1675017000089,429,0,1
287,null,1675016999700,1675017000090,429,0,1
288,actions,1675016999716,1675017000095,429,0,1
291,committees,1675016999745,1675017000098,429,0,1
290,committees,1675016999740,1675017000098,429,0,1
289,null,1675016999731,1675017000099,429,0,1
289,actions,1675016999732,1675017000100,429,0,1
290,null,1675016999739,1675017000100,429,0,1
289,committees,1675016999732,1675017000102,429,0,1
288,committees,1675016999716,1675017000104,429,0,1
291,actions,1675016999745,1675017000108,429,0,1
290,actions,1675016999740,1675017000110,429,0,1
291,null,1675016999745,1675017000111,429,0,1
293,null,1675016999762,1675017000114,429,0,1
288,null,1675016999716,1675017000115,429,0,1
293,actions,1675016999762,1675017000117,429,0,1
293,committees,1675016999763,1675017000123,429,0,1
294,committees,1675016999769,1675017000126,429,0,1
292,null,1675016999752,1675017000127,429,0,1
294,null,1675016999768,1675017000128,429,0,1
295,actions,1675016999775,1675017000129,429,0,1
295,committees,1675016999775,1675017000129,429,0,1
292,committees,1675016999753,1675017000130,429,0,1
292,actions,1675016999753,1675017000131,429,0,1
295,null,1675016999774,1675017000132,429,0,1
294,actions,1675016999768,1675017000133,429,0,1
296,actions,1675016999785,1675017000136,429,0,1
296,null,1675016999784,1675017000141,429,0,1
296,committees,1675016999785,1675017000142,429,0,1
297,null,1675016999798,1675017000164,429,0,1
